no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,aff_link,trans_desc,types,combined,file_id,image_link
428,Bukit Teletubbies,4.1,1173,Alam,2000.0,2000.0,-7.8181275,110.511764,"Wisata satu ini merupakan wisata yang lokasinya berada di pedesaan. Bukit satu ini tepatnya berada di Desa Sumberharjo, Prambanan, Kabupaten Sleman. Meski berada di pedesaan, Bukit Teletubbies Jogja ini juga sama dengan wisata lain yang memiliki ciri khas dan keunikan tersendiri. Pemandangan yang ditawarkan kawasan perbukitan ini cukup enak dipandang. Plus, kamu juga mendapatkan foto bagus dengan latar belakang perbukitan yang hijau. Bukit ini diberi nama Teletubbies karena adanya gardu panjang yang lokasinya berada di atas. Gardu ini kebetulan lokasinya berada di di timur rumah Domes. Rumah di dekat gardu ini bentuknya setengah bulat dan mirip rumah di serial Teletubbies. Sehingga, rumah itu disebut rumah Teletubbies",https://www.tiket.com/to-do/search?title=Bukit%20Teletubbies,"This one tour is a tour that is located in the countryside.This one hill is precisely located in Sumberharjo Village, Prambanan, Sleman Regency.Even though it is in the countryside, Jogja Teletubbies Hill is also the same as other tours that have their own characteristics and uniqueness.The view offered by the hilly area is quite pleasing to the eye.Plus, you also get a good photo with a green hilly background.This hill was named Teletubbies because of the long substation located above.This substation happens to be located in the east of Domes's house.The house near the substation is half round and looks like a house in the Teletubbies series.Thus, the house is called Teletubbies House",Natural,"Natural This one tour is a tour that is located in the countryside.This one hill is precisely located in Sumberharjo Village, Prambanan, Sleman Regency.Even though it is in the countryside, Jogja Teletubbies Hill is also the same as other tours that have their own characteristics and uniqueness.The view offered by the hilly area is quite pleasing to the eye.Plus, you also get a good photo with a green hilly background.This hill was named Teletubbies because of the long substation located above.This substation happens to be located in the east of Domes's house.The house near the substation is half round and looks like a house in the Teletubbies series.Thus, the house is called Teletubbies House",1vNEP0XlPbh_Ub1jMFdBIW0urvRr8tbMj,https://drive.google.com/uc?id=1vNEP0XlPbh_Ub1jMFdBIW0urvRr8tbMj
398,Pantai Watulawang,4.6,1166,Alam,5000.0,5000.0,-8.1535837,110.6177335,"Seperti halnya pantai-pantai lain di Gunung Kidul pantai ini banyak terdapat karang dan ombak yang besar, namun yang menjadikannya unik, terdapat karang yang cukup besar dan bisa digunakan untuk memandang ke arah lautan, warga sekitar atau pengelola membuat jembatan yang terbuat dari bambu yang digunakan untuk menyeberang ke karang agar pengunjung dapat menuju ke atas karang dengan aman. Suasana pantai ini masih tergolong sepi, dan banyak terdapat karang-karang besar di bibir pantai, bisa anda gunakan untuk foto-foto dengan teman, pacar, atau keluarga. Pasir pantai termasuk luas dengan warna putih kecokelatan, khas pasir pantai selatan jogja. Bersebalahan langsung dengan goa watulawang.",https://www.tiket.com/to-do/search?title=Pantai%20Watulawang,"Like other beaches on Gunung Kidul, there are many large corals and waves, but which make it unique, there are large enough corals and can be used to look towards the ocean, residents around or managers make bridges made of bamboo usedTo cross to the reef so that visitors can go to the coral safely.The atmosphere of this beach is still relatively quiet, and there are many large corals on the beach, you can use it for photos with friends, girlfriends, or family.Pasir beach is broad with a brownish white color, typical of the southern sand beach of Jogja.Correctly with Goa Watulawang.",Natural,"Natural Like other beaches on Gunung Kidul, there are many large corals and waves, but which make it unique, there are large enough corals and can be used to look towards the ocean, residents around or managers make bridges made of bamboo usedTo cross to the reef so that visitors can go to the coral safely.The atmosphere of this beach is still relatively quiet, and there are many large corals on the beach, you can use it for photos with friends, girlfriends, or family.Pasir beach is broad with a brownish white color, typical of the southern sand beach of Jogja.Correctly with Goa Watulawang.",1bw9NCBvT9oER9rpOpJOVuWl84fwW5GiW,https://drive.google.com/uc?id=1bw9NCBvT9oER9rpOpJOVuWl84fwW5GiW
370,Ngobaran Beach,4.6,1160,Alam,5000.0,5000.0,-8.1184844,110.5028785,"Nama Pantai Ngobaran yang unik ini tentu tak lepas dari cerita masalalu.Kisahnya berawal dari Kerajaan Majapahit dan Kerajaan Demak.Sekitar tahun 2003 lalu, bangunan berupa gapura dan patung-patung simbol agama Hindu dan Budha didirikan. Tujuannya untuk menghormati kedatangan keturunan Raja Brawijaya V di pantai tersebut. Tak hanya gapura, prasasti dan beberapa arca saja, tapi Anda juga akan menemukan bangunan Joglo dengan aliran Kejawen.",https://www.tiket.com/to-do/search?title=Ngobaran%20Beach,"The name of this unique Ngobaran Beach is certainly inseparable from the past story. The separation began with the Majapahit Kingdom and the Kingdom of Demak. Around 2003, buildings in the form of gates and statues of Hindu and Buddhist symbols were established.The aim is to respect the arrival of the descendants of King Brawijaya V on the beach.Not only the gate, inscriptions and a few statues, but you will also find joglo buildings with kejawen streams.",Natural,"Natural The name of this unique Ngobaran Beach is certainly inseparable from the past story. The separation began with the Majapahit Kingdom and the Kingdom of Demak. Around 2003, buildings in the form of gates and statues of Hindu and Buddhist symbols were established.The aim is to respect the arrival of the descendants of King Brawijaya V on the beach.Not only the gate, inscriptions and a few statues, but you will also find joglo buildings with kejawen streams.",1RYxmBxsWdPkCROf9lRpSbKKsYN28Ejyx,https://drive.google.com/uc?id=1RYxmBxsWdPkCROf9lRpSbKKsYN28Ejyx
224,Candi Banyunibo,4.5,1151,Budaya dan Sejarah,5000.0,5000.0,-7.7779014,110.4940734,"Candi Banyunibo adalah candi Buddha yang berada tidak jauh dari Candi Ratu Boko, yaitu di bagian sebelah timur dari Kota Yogyakarta ke arah Kota Wonosari. Candi ini terdiri atas satu candi induk yang menghadap ke barat dan enam candi perwara yang berbentuk stupa disusun berderet, tiga candi perwara di sisi selatan dan tiga candi perwara di sisi timur candi induk. Lokasinya yang dikelilingi oleh persawahan menjadikan candi Banyunibo sebagai salah satu alternatif tempat wisata yang wajib dikunjungi. Karena selain udara di sekitar candi yang masih alami, pengunjung juga bisa mempelajari tentang kekayaan keyakinan manusia Indonesia di masa lampau.",https://www.tiket.com/to-do/search?title=Candi%20Banyunibo,"Banyunibo Temple is a Buddhist temple not far from Ratu Boko Temple, which is in the east of the city of Yogyakarta towards the city of Wonosari.This temple consists of a parent temple facing west and six of the Stupa Temple in the form of a stupor arranged in a row, three Perwara temples on the south side and three Temple Perwara on the east side of the main temple.Its location surrounded by rice fields makes Banyunibo Temple as an alternative tourist attraction that must be visited.Because in addition to the air around the natural temple, visitors can also learn about the richness of Indonesian human beliefs in the past.",Culture and history,"Culture and history Banyunibo Temple is a Buddhist temple not far from Ratu Boko Temple, which is in the east of the city of Yogyakarta towards the city of Wonosari.This temple consists of a parent temple facing west and six of the Stupa Temple in the form of a stupor arranged in a row, three Perwara temples on the south side and three Temple Perwara on the east side of the main temple.Its location surrounded by rice fields makes Banyunibo Temple as an alternative tourist attraction that must be visited.Because in addition to the air around the natural temple, visitors can also learn about the richness of Indonesian human beliefs in the past.",1MWTURHbDgKVodc9KKkpkWOA7mlBbskyA,https://drive.google.com/uc?id=1MWTURHbDgKVodc9KKkpkWOA7mlBbskyA
397,Pantai Nglolang,4.3,1123,Pantai,10000.0,10000.0,-8.1360048,110.562855,"Pantai ini sangat indah dengan pasir putih dan ombak yang bergulung-gulung dan menghempas karang ini masih terbilang sepi. Dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan. Setelah sehari-hari berkutat dengan kesibukan, deburan ombak yang menggulung-gulung dan menghempas karang, dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh. Apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai.",https://www.tiket.com/to-do/search?title=Pantai%20Nglolang,"This beach is very beautiful with white sand and waves rolling and crushing this coral is still fairly quiet.And visiting this quiet beach is certainly a very effective medicine to eliminate boredom.After everyday struggling with busyness, the waves that roll up and pound the coral, and the view of the horizon far ahead becomes a powerful mood neutralizing drug.Moreover, the scenery around the beach is enhanced with two cliffs flanking the beach.",Beach,"Beach This beach is very beautiful with white sand and waves rolling and crushing this coral is still fairly quiet.And visiting this quiet beach is certainly a very effective medicine to eliminate boredom.After everyday struggling with busyness, the waves that roll up and pound the coral, and the view of the horizon far ahead becomes a powerful mood neutralizing drug.Moreover, the scenery around the beach is enhanced with two cliffs flanking the beach.",1THXbxVA8_LTX5CCcSO3WxweD1HT6C2BI,https://drive.google.com/uc?id=1THXbxVA8_LTX5CCcSO3WxweD1HT6C2BI
38,Pantai Kuwaru,4.1,1109,Pantai,10000.0,10000.0,-7.989177883,110.2265599,Pantai Kuwaru terkenal dengan wisata yang terkesan santai dan murah.,https://www.tiket.com/to-do/search?title=Pantai%20Kuwaru,Kuwaru Beach is famous for its tours that seem relaxed and cheap.,Beach,Beach Kuwaru Beach is famous for its tours that seem relaxed and cheap.,1FEBNi0cAusskSU51PxvR4aY_7tJhBx56,https://drive.google.com/uc?id=1FEBNi0cAusskSU51PxvR4aY_7tJhBx56
29,Puncak Suroloyo,4.4,1105,Alam,5000.0,5000.0,-7.646343961,110.1810727,"Selain cocok untuk menyaksikan keindahan matahari terbenam, Puncak Suroloyo juga terletak di ujung hamparan Pegunungan Menoreh yang membatasi Provinsi Jawa Tengah dan Daerah Istimewa Yogyakarta, tepatnya Kabupaten Kulon Progo dengan Magelang. Berada di Puncak Suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau. Hal itu wajar karena Pegunungan Menoreh tampak memanjang bagai benteng yang membatasi Kabupaten Magelang dengan Kulon Progo. ",https://www.tiket.com/to-do/search?title=Puncak%20Suroloyo,"Besides being suitable for witnessing the beauty of the sunset, Suroloyo Peak is also located at the end of the Menoreh Mountains which limits Central Java Province and Yogyakarta Special Region, precisely Kulon Progo Regency with Magelang.Being at the top of Suroloyo seemed to be on the roof of a giant fortress that was green.This is natural because the Menoreh mountains appear to be elongated like a fortress that limits Magelang Regency with Kulon Progo.",Natural,"Natural Besides being suitable for witnessing the beauty of the sunset, Suroloyo Peak is also located at the end of the Menoreh Mountains which limits Central Java Province and Yogyakarta Special Region, precisely Kulon Progo Regency with Magelang.Being at the top of Suroloyo seemed to be on the roof of a giant fortress that was green.This is natural because the Menoreh mountains appear to be elongated like a fortress that limits Magelang Regency with Kulon Progo.",1k8KPBJnXw7-wgoGRNV33Pthetglm-bd2,https://drive.google.com/uc?id=1k8KPBJnXw7-wgoGRNV33Pthetglm-bd2
166,Ramadanu flower garden,4.2,1087,Agrowisata,5000.0,5000.0,-7.6478607,110.2879467,"Nama Ramadanu tediri dari dua kata, yakni Rama dan Danu. Rama digunakan karena taman ini dibuka pada bulan Ramadan, sementara Danu dari nama dusun Danurojo.",https://www.tiket.com/to-do/search?title=Ramadanu%20flower%20garden,"The name Ramadanu consists of two words, namely Rama and Danu.Rama was used because the park was opened in the month of Ramadan, while Danu from the name of Danurojo Hamlet.",Agro -tourism,"Agro -tourism The name Ramadanu consists of two words, namely Rama and Danu.Rama was used because the park was opened in the month of Ramadan, while Danu from the name of Danurojo Hamlet.",1FVVNYYnDwp2OwhRcCPXdjWX5bzBSb6P3,https://drive.google.com/uc?id=1FVVNYYnDwp2OwhRcCPXdjWX5bzBSb6P3
6,Goa Jomblang,4.6,1064,Alam,500000.0,500000.0,-8.027954344,110.6382663,"Goa Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Saat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. Sinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah jika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"". ",https://www.tiket.com/to-do/search?title=Goa%20Jomblang,"Jomblang Goa is a vertical cave that type Collapse Doline.This cave was formed due to the geological process of the collapse of the soil and vegetation on it to the bottom of the earth that occurred thousands of years ago.This collapse forms a sinkhole or a well that is known as Luweng.At present the Jomblang Cave is a conservation place for ancient plants and is developed into a special interest tourist spot which is managed by residents or local residents.To go down this vertical cave the manager has provided complete equipment according to the safety standard of caving in the vertical cave.The sunlight that broke into the Grubug Luweng as high as 90 meters to form a pole of light, illuminating beautiful flowstone and the depth of the pitch black cave.Water that drips from a height also enhances the view.It is not wrong if many people are amazed to come here when watching a natural painting known as ""Light of Heaven"".",Natural,"Natural Jomblang Goa is a vertical cave that type Collapse Doline.This cave was formed due to the geological process of the collapse of the soil and vegetation on it to the bottom of the earth that occurred thousands of years ago.This collapse forms a sinkhole or a well that is known as Luweng.At present the Jomblang Cave is a conservation place for ancient plants and is developed into a special interest tourist spot which is managed by residents or local residents.To go down this vertical cave the manager has provided complete equipment according to the safety standard of caving in the vertical cave.The sunlight that broke into the Grubug Luweng as high as 90 meters to form a pole of light, illuminating beautiful flowstone and the depth of the pitch black cave.Water that drips from a height also enhances the view.It is not wrong if many people are amazed to come here when watching a natural painting known as ""Light of Heaven"".",1UfxR4OSPnF3ebvJJHx8IbyrbuwBu2DDz,https://drive.google.com/uc?id=1UfxR4OSPnF3ebvJJHx8IbyrbuwBu2DDz
289,Gunung Ireng Srumbung,4.5,1028,Alam,3000.0,3000.0,-7.8827926,110.4896548,"Di Gunung Ireng Srumbung Teman Brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari-hari. Dari sini, kita juga disuguhkan pemandangan bak negeri di atas awan. Barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan. Tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing. Mulai dari spot rumah kecil, gazebo sampai gardu pandang membuat Teman Brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan. ",https://www.tiket.com/to-do/search?title=Gunung%20Ireng%20Srumbung,"On Mount Ireng Srumbung Brisa friends can find the best dawn spots without having to climb a mountain for days.From here, we are also presented with views like a country above the clouds.The fog line that enveloped the hilltop area made us feel like standing on the clouds.This place is very photogenic and a comfortable place for refreshing.Starting from the small house spot, gazebo to the viewing post made friends brisik freely photograph the moment of the sunrise from the various spots that have been provided.",Natural,"Natural On Mount Ireng Srumbung Brisa friends can find the best dawn spots without having to climb a mountain for days.From here, we are also presented with views like a country above the clouds.The fog line that enveloped the hilltop area made us feel like standing on the clouds.This place is very photogenic and a comfortable place for refreshing.Starting from the small house spot, gazebo to the viewing post made friends brisik freely photograph the moment of the sunrise from the various spots that have been provided.",1f6cUe6VR9Qqf0PvE9GXPTJNUWoQiJzCu,https://drive.google.com/uc?id=1f6cUe6VR9Qqf0PvE9GXPTJNUWoQiJzCu
27,Pesona Pengklik Pantai Samas,4.0,987,"Alam, Pantai",10000.0,10000.0,-8.003873302,110.2703756,"Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Yogyakarta. Pantai Samas terkenal dengan deburan ombaknya yang menggulung, angin lautnya yang kencang dan sebagai tempat persinggahan penyu-penyu langka seperti penyu sisik dan penyu hijau untuk bertelur. Selain itu, kawasan Pantai Samas juga memiliki delta-delta sungai dan danau air tawar yang membentuk telaga. Akan tetapi Pantai Samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai.",https://www.tiket.com/to-do/search?title=Pesona%20Pengklik%20Pantai%20Samas,"Samas Beach is one of the beaches located in the row of beaches east of Parangtritis Beach.The location of Samas Beach is approximately 14 km south of Bantul City or about 35 km from the center of Yogyakarta City, precisely in Srigading Village, Sanden District, Bantul Regency, Yogyakarta.Samas Beach is famous for its rolling waves, the sea breeze is strong and as a place for rare turtles such as turtles scales and green turtles to lay eggs.In addition, the Samas Beach area also has a Delta-Delta River and Freshwater Lake that forms a lake.However, Samas Beach has a rather steep beach so it is dangerous and is not recommended to take a bath on the beach.","Nature, beach","Nature, beach Samas Beach is one of the beaches located in the row of beaches east of Parangtritis Beach.The location of Samas Beach is approximately 14 km south of Bantul City or about 35 km from the center of Yogyakarta City, precisely in Srigading Village, Sanden District, Bantul Regency, Yogyakarta.Samas Beach is famous for its rolling waves, the sea breeze is strong and as a place for rare turtles such as turtles scales and green turtles to lay eggs.In addition, the Samas Beach area also has a Delta-Delta River and Freshwater Lake that forms a lake.However, Samas Beach has a rather steep beach so it is dangerous and is not recommended to take a bath on the beach.",1qmBC0SjbY3Zem5QTKUxmfZMcBHCgfaCK,https://drive.google.com/uc?id=1qmBC0SjbY3Zem5QTKUxmfZMcBHCgfaCK
369,Pantai Siung,4.6,967,"Alam, Pantai",10000.0,10000.0,-8.1818233,110.6832394,"Pantai Siung berlokasi di Gunung Kidul, Yogyakarta. Pantai ini  spesial karena lanskapnya yang dikelilingi oleh tebing-tebing tinggi. Karena keunikan itulah, pemerintah Jogja meresmikan Pantai Siung sebagai lokasi panjat tebing. Selama di Pantai Siung, kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai. Selain menjadi ciri khas Pantai Siung, keberadaan batu karang ternyata membawa makna bagi asal-usul nama pantai ini. Sebagai rangkuman, di pantai ini kalian dapat melakukan aktivitas panjat tebing, hammocking, berkemah, dan jalan-jalan di bukit pengilon.",https://www.tiket.com/to-do/search?title=Pantai%20Siung,"Siung Beach is located in Gunung Kidul, Yogyakarta.This beach is special because the landscape is surrounded by high cliffs.Because of that uniqueness, the Jogja government inaugurated Siung Beach as a rock climbing location.While at Siung Beach, you will see a lot of giant rocks scattered to the west and east of the beach.Besides being a characteristic of Siung Beach, the existence of rocks turns out to bring meaning to the origin of the name of this beach.As a summary, on this beach you can do rock climbing activities, hammocking, camping, and walking on the Bukit Pengilon.","Nature, beach","Nature, beach Siung Beach is located in Gunung Kidul, Yogyakarta.This beach is special because the landscape is surrounded by high cliffs.Because of that uniqueness, the Jogja government inaugurated Siung Beach as a rock climbing location.While at Siung Beach, you will see a lot of giant rocks scattered to the west and east of the beach.Besides being a characteristic of Siung Beach, the existence of rocks turns out to bring meaning to the origin of the name of this beach.As a summary, on this beach you can do rock climbing activities, hammocking, camping, and walking on the Bukit Pengilon.",1W3PuYIe8pbFdrHifZnSjCr2W9TFBDIh4,https://drive.google.com/uc?id=1W3PuYIe8pbFdrHifZnSjCr2W9TFBDIh4
181,Goa Seplawan,4.5,947,Alam,8000.0,8000.0,-7.772978,110.1102509,"Goa yang berada di kawasan Pegunungan Menoreh ini merupakan goa basah, alias terdapat aliran air di dalamnya. Goa tersebut tepatnya berada di Desa Donorejo, Kecamatan Kaligesing, Kabupaten Purworejo, Jawa Tengah, berbatasan langsung dengan Kulonprogo di Yogyakarta. Goa ini memiliki panjang + 700 meter dengan cabang-cabang goa sekitar 150 – 300 meter dan berdiameter 15 meter. Sehingga untuk masuk ke dalam goa, pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan. Yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa. Sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas.",https://www.tiket.com/to-do/search?title=Goa%20Seplawan,"Goa in the Menoreh mountainous area is a wet cave, aka there is a flow of water in it.The cave is precisely located in Donorejo Village, Kaligesing District, Purworejo Regency, Central Java, directly adjacent to Kulonprogo in Yogyakarta.This cave has a length of + 700 meters with cave branches around 150-300 meters and 15 meters in diameter.So as to enter the cave, visitors must walk along the decreased steps that are quite blaming.Which fatigue will soon disappear when it starts to enter the mouth of the cave.Because from the mouth of the cave, the beauty of the stone carvings in the cave is clearly visible.",Natural,"Natural Goa in the Menoreh mountainous area is a wet cave, aka there is a flow of water in it.The cave is precisely located in Donorejo Village, Kaligesing District, Purworejo Regency, Central Java, directly adjacent to Kulonprogo in Yogyakarta.This cave has a length of + 700 meters with cave branches around 150-300 meters and 15 meters in diameter.So as to enter the cave, visitors must walk along the decreased steps that are quite blaming.Which fatigue will soon disappear when it starts to enter the mouth of the cave.Because from the mouth of the cave, the beauty of the stone carvings in the cave is clearly visible.",1bjkMUfiCmr2RDTAmzujCSrg7ehBBEBWC,https://drive.google.com/uc?id=1bjkMUfiCmr2RDTAmzujCSrg7ehBBEBWC
228,Candi Sari,4.5,938,Budaya dan Sejarah,2000.0,2000.0,-7.7615576,110.4742751,"Candi Sari juga disebut Candi Bendah adalah candi Buddha yang berada tidak jauh dari Candi Sambi Sari, Candi Kalasan dan Candi Prambanan, yaitu di bagian sebelah timur laut dari kota Yogyakarta, dan tidak begitu jauh dari Bandara Adisucipto. Candi ini dibangun pada sekitar abad ke-8 dan ke-9 pada saat zaman Kerajaan Mataram Kuno dengan bentuk yang sangat indah. Pada bagian atas candi ini terdapat 9 buah stupa seperti yang tampak pada stupa di Candi Borobudur, dan tersusun dalam 3 deretan sejajar. Bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di Candi Plaosan. Beberapa ruangan bertingkat dua berada persis di bawah masing-masing stupa, dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta Buddha (biksu) pada zaman dahulunya. Candi Sari pada masa lampau merupakan suatu Vihara Buddha, dan dipakai sebagai tempat belajar dan berguru bagi para biksu. Selain untuk wisata Budaya dan Sejarah, pengunjung juga dapat bersepeda. Bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil. Selain di sekitar candi, para pengunjung juga dapat bersepeda menyusuri candi-candi lainnya yang lokasinya berdekatan. Para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari Candi Sari ini sendiri.",https://www.tiket.com/to-do/search?title=Candi%20Sari,"Sari Temple is also called Brenda Temple is a Buddhist temple which is located not far from Sambi Sari Temple, Kalasan Temple and Prambanan Temple, namely in the northeast of Yogyakarta, and not so far from Adisucipto Airport.This temple was built around the 8th and 9th centuries during the era of the Ancient Mataram kingdom with a very beautiful form.At the top of this temple there are 9 stupas as shown in the stupa in Borobudur Temple, and arranged in 3 rows of parallel.The shape of the temple building and relief engraving on the walls of the temple is very similar to the reliefs in the Plaosan temple.Some two-story rooms are exactly below each stupor, and are expected to be used for meditation for Buddhist priests (monks) in the past.Sari Temple in the past was a Buddhist temple, and was used as a place to learn and study for monks.In addition to cultural and historical tourism, visitors can also cycling.Cycling in this temple will not take much time due to a small temple.Besides around the temple, visitors can also cycling along other temples which are located close together.The visitors can fight with residents around the temple to enrich the story and culture in the Sari Temple itself.",Culture and history,"Culture and history Sari Temple is also called Brenda Temple is a Buddhist temple which is located not far from Sambi Sari Temple, Kalasan Temple and Prambanan Temple, namely in the northeast of Yogyakarta, and not so far from Adisucipto Airport.This temple was built around the 8th and 9th centuries during the era of the Ancient Mataram kingdom with a very beautiful form.At the top of this temple there are 9 stupas as shown in the stupa in Borobudur Temple, and arranged in 3 rows of parallel.The shape of the temple building and relief engraving on the walls of the temple is very similar to the reliefs in the Plaosan temple.Some two-story rooms are exactly below each stupor, and are expected to be used for meditation for Buddhist priests (monks) in the past.Sari Temple in the past was a Buddhist temple, and was used as a place to learn and study for monks.In addition to cultural and historical tourism, visitors can also cycling.Cycling in this temple will not take much time due to a small temple.Besides around the temple, visitors can also cycling along other temples which are located close together.The visitors can fight with residents around the temple to enrich the story and culture in the Sari Temple itself.",1IPWDNf5mqDUpM04IlJ1SNR9nqbjvltqX,https://drive.google.com/uc?id=1IPWDNf5mqDUpM04IlJ1SNR9nqbjvltqX
472,Desa Wisata Pentingsari,4.4,855,Desa Wisata,20000.0,20000.0,-7.6430482,110.4296004,"Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur.",https://www.tiket.com/to-do/search?title=Desa%20Wisata%20Pentingsari,"Tourism Village is important is located on the slopes of Mount Merapi, about 22.5 kilometers from the center of Yogyakarta.This village is known in foreign countries as one of the tourist villages with a myriad of awards.The important hamlet is shaped like a peninsula where the west there is a very steep valley, namely Kali Kuning and the south there are bees with Ledok / Ponteng caves and the east gondoran there is a steep valley, namely the pawon river and the north is a plain that can be directly related to the land inAround Umbulharjo Village, to the courtyard of Mount Merapi.The important hamlet consists of two hamlets, namely Bonorejo and MataSari.There are several village tourism programs, such as live in, camp, trekking, or outbound that can be enjoyed.For cultural tourism activities, tourists can participate in activities, such as learning gamelan, dancing, making batik, making grass puppets, and making fan.",Tourism Village,"Tourism Village Tourism Village is important is located on the slopes of Mount Merapi, about 22.5 kilometers from the center of Yogyakarta.This village is known in foreign countries as one of the tourist villages with a myriad of awards.The important hamlet is shaped like a peninsula where the west there is a very steep valley, namely Kali Kuning and the south there are bees with Ledok / Ponteng caves and the east gondoran there is a steep valley, namely the pawon river and the north is a plain that can be directly related to the land inAround Umbulharjo Village, to the courtyard of Mount Merapi.The important hamlet consists of two hamlets, namely Bonorejo and MataSari.There are several village tourism programs, such as live in, camp, trekking, or outbound that can be enjoyed.For cultural tourism activities, tourists can participate in activities, such as learning gamelan, dancing, making batik, making grass puppets, and making fan.",1PGycNWkOQvuMWbvtBMS7GygSxfd6_PVt,https://drive.google.com/uc?id=1PGycNWkOQvuMWbvtBMS7GygSxfd6_PVt
172,Desa Wisata Gamplong,4.4,841,Desa Wisata,5000.0,5000.0,-7.8055232,110.2374676,"Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi.",https://www.tiket.com/to-do/search?title=Desa%20Wisata%20Gamplong,"Located in Sleman Regency, precisely 16 kilometers from the zero point of Yogyakarta.This tourist spot, which is often dubbed the Mini Hollywood, offers a variety of unique building designs.It is suitable for tourists who like photography.",Tourism Village,"Tourism Village Located in Sleman Regency, precisely 16 kilometers from the zero point of Yogyakarta.This tourist spot, which is often dubbed the Mini Hollywood, offers a variety of unique building designs.It is suitable for tourists who like photography.",12VMCocu0_1zDH06VjNz9LlydX7ET6OKD,https://drive.google.com/uc?id=12VMCocu0_1zDH06VjNz9LlydX7ET6OKD
